"","ZipCode","GEOID10","TotGrad","TotEnrl","PctEnrl","Under18_Tot","Under5_Tot","Under5_ER","Under5_Hosp","FivePlus_Tot","FivePlus_ER","Tot_ER_Visits","Tot_Hosp_Visits","AsthmaCt","Diabetes1Ct","Diabetes2Ct","DiabetesOtherCt","PctUndr5ER","PctOvr5ER","PctAsthma","PctDiabetes","CntTested","EBLL","Under6CntTested","Under6EBLL","Under18CntTested","Under18EBLL","PctEBLL","PctUnder6EBLL","PctUnder18EBLL","Better_Lat","Better_Long","SquareFeet"
"115",48201,26163521800,NA,NA,NA,54,29,12,17,25,12,24,30,8,0,0,0,0.413793,0.48,0.148148,0,42,0,31,0,41,0,0,0,0,NA,NA,NA
"116",48201,26163522500,NA,NA,NA,16,9,NA,6,7,NA,6,10,NA,0,0,0,NA,NA,NA,0,27,3,18,3,26,3,0.111111111111111,0.166666666666667,0.115384615384615,42.3532,-83.0744,22100.821554
"117",48201,26163522500,NA,NA,NA,16,9,NA,6,7,NA,6,10,NA,0,0,0,NA,NA,NA,0,27,3,18,3,26,3,0.111111111111111,0.166666666666667,0.115384615384615,NA,NA,NA
"118",48201,26163522500,NA,NA,NA,16,9,NA,6,7,NA,6,10,NA,0,0,0,NA,NA,NA,0,27,3,18,3,26,3,0.111111111111111,0.166666666666667,0.115384615384615,42.358894,-83.057777,36024.53913
"119",48201,26163522500,NA,NA,NA,16,9,NA,6,7,NA,6,10,NA,0,0,0,NA,NA,NA,0,27,3,18,3,26,3,0.111111111111111,0.166666666666667,0.115384615384615,NA,NA,7765.677603
"120",48201,26163522500,NA,NA,NA,16,9,NA,6,7,NA,6,10,NA,0,0,0,NA,NA,NA,0,27,3,18,3,26,3,0.111111111111111,0.166666666666667,0.115384615384615,NA,NA,NA
"121",48201,26163522500,550,476,0.865454545454545,10,NA,NA,NA,NA,NA,NA,7,6,0,0,0,NA,NA,0.6,0,21,0,19,0,21,0,0,0,0,42.3532,-83.0744,22100.821554
"122",48201,26163522500,550,476,0.865454545454545,10,NA,NA,NA,NA,NA,NA,7,6,0,0,0,NA,NA,0.6,0,21,0,19,0,21,0,0,0,0,NA,NA,NA
"123",48201,26163522500,550,476,0.865454545454545,10,NA,NA,NA,NA,NA,NA,7,6,0,0,0,NA,NA,0.6,0,21,0,19,0,21,0,0,0,0,42.358894,-83.057777,36024.53913
"124",48201,26163522500,550,476,0.865454545454545,10,NA,NA,NA,NA,NA,NA,7,6,0,0,0,NA,NA,0.6,0,21,0,19,0,21,0,0,0,0,NA,NA,7765.677603
